year,month,market,cust_id,cust_segment,comp_mscore,ic_net_score,gdi_net_score,cc_count_as_zside,cc_count_as_aside,net_ibx_presence,net_metro_presence
2001,11,AMER,50,Network,18.11,19.79,16.42,1,1,1,1
2001,11,AMER,51,Network,18.09,19.77,16.42,1,0,1,1
2001,11,AMER,52,Network,17.71,19,16.42,0,4,1,1
2001,11,AMER,53,Content & Digital Media,17.23,18.03,16.42,1,5,1,1
2001,11,AMER,54,Network,17.2,17.99,16.42,2,0,1,1
2001,11,AMER,55,Cloud & IT Services,17.11,17.8,16.42,4,3,1,1
2001,11,AMER,56,Network,16.78,17.14,16.42,1,5,1,1
2001,11,AMER,57,Network,16.66,16.9,16.42,0,6,1,1
2001,11,AMER,58,Content & Digital Media,16.66,16.89,16.42,1,0,1,1
2001,11,AMER,59,Content & Digital Media,16.57,16.72,16.42,0,6,1,1
2001,11,AMER,60,Financial Services,16.55,16.69,16.42,10,0,1,1
2001,11,AMER,61,Network,16.54,16.66,16.42,1,0,1,1
2001,11,AMER,62,Cloud & IT Services,15.87,15.32,16.42,10,0,1,1
2001,11,AMER,63,Network,15.85,15.27,16.42,1,0,1,1
2001,11,AMER,64,Network,15.85,15.27,16.42,1,0,1,1
2001,11,AMER,65,Content & Digital Media,15.81,15.2,16.42,0,1,1,1
2001,11,AMER,66,Network,15.64,14.87,16.42,0,1,1,1
2001,11,AMER,67,Cloud & IT Services,15.64,14.86,16.42,6,0,1,1
2001,11,AMER,68,Cloud & IT Services,15.54,14.66,16.42,1,0,1,1
2001,11,AMER,69,Network,15.54,14.66,16.42,1,0,1,1
2001,11,AMER,70,Network,15.54,14.66,16.42,1,0,1,1
2001,11,AMER,71,Network,15.54,14.66,16.42,1,0,1,1
2001,11,AMER,72,Enterprise,15.46,14.51,16.42,3,0,1,1
2001,11,AMER,73,Network,15.46,14.51,16.42,1,0,1,1
2001,11,AMER,74,Cloud & IT Services,15.46,14.51,16.42,1,0,1,1
2001,11,AMER,75,Network,15.46,14.51,16.42,0,3,1,1
2001,11,AMER,76,Financial Services,15.46,14.51,16.42,3,0,1,1
2001,11,AMER,77,Network,15.36,14.29,16.42,0,4,1,1
2001,11,AMER,78,Network,15.35,14.27,16.42,0,1,1,1
2001,11,APAC,0,Network,100,100,100,13,0,1,1
2001,11,APAC,2,Network,77.95,55.9,100,1,0,1,1
2001,11,APAC,4,Enterprise,70.29,40.58,100,0,1,1,1
2001,11,APAC,10,Cloud & IT Services,68.48,36.96,100,0,6,1,1
2001,11,APAC,20,Cloud & IT Services,67.97,35.93,100,0,4,1,1
2001,11,APAC,1,Network,67.7,35.41,100,0,3,1,1
2001,12,AMER,34,Network,100,100,100,151,142,7,6
2001,12,AMER,35,Network,70.97,59.84,82.11,111,12,5,5
2001,12,AMER,36,Network,70.56,42.57,98.54,35,12,6,6
2001,12,AMER,37,Network,62.07,25.59,98.54,0,29,6,6
2001,12,AMER,38,Network,53.56,39.96,67.15,13,26,5,4
2001,12,AMER,39,Network,51.98,21.86,82.11,4,3,5,5
2001,12,AMER,40,Cloud & IT Services,50.83,35.98,65.69,8,32,4,4
2001,12,AMER,41,Network,47.25,28.81,65.69,21,4,4,4
2001,12,AMER,42,Network,36.66,24.05,49.27,7,0,3,3
2001,12,AMER,43,Network,33.33,17.39,49.27,2,10,3,3
2001,12,AMER,1,Network,31.89,14.5,49.27,1,6,3,3
2001,12,AMER,45,Content & Digital Media,29.92,26.99,32.85,7,0,2,2
2001,12,AMER,46,Network,27.47,22.09,32.85,2,0,2,2
2001,12,AMER,47,Network,23.58,14.3,32.85,1,14,2,2
2001,12,AMER,48,Cloud & IT Services,23.12,13.39,32.85,2,0,2,2
2001,12,AMER,49,Cloud & IT Services,19.8,23.18,16.42,0,87,1,1
2001,12,AMER,50,Network,17.07,17.72,16.42,1,1,1,1
2001,12,AMER,51,Network,17.05,17.69,16.42,1,0,1,1
2001,12,AMER,52,Network,16.73,17.03,16.42,0,4,1,1
2001,12,AMER,54,Network,16.27,16.13,16.42,2,0,1,1
2001,12,AMER,53,Content & Digital Media,16.25,16.08,16.42,1,5,1,1
2001,12,AMER,55,Cloud & IT Services,16.14,15.86,16.42,4,3,1,1
2001,12,AMER,56,Network,15.89,15.35,16.42,1,5,1,1
2001,12,AMER,58,Content & Digital Media,15.78,15.14,16.42,1,0,1,1
2001,12,AMER,57,Network,15.76,15.09,16.42,0,6,1,1
2001,12,AMER,60,Financial Services,15.67,14.92,16.42,10,0,1,1
2001,12,AMER,59,Content & Digital Media,15.66,14.89,16.42,0,6,1,1
2001,12,AMER,61,Network,15.66,14.9,16.42,1,0,1,1
2001,12,AMER,62,Cloud & IT Services,15.06,13.7,16.42,10,0,1,1
2001,12,AMER,63,Network,15.04,13.66,16.42,1,0,1,1
2001,12,AMER,64,Network,15.04,13.66,16.42,1,0,1,1
2001,12,AMER,65,Content & Digital Media,15.01,13.59,16.42,0,1,1,1
2001,12,AMER,66,Network,14.86,13.3,16.42,0,1,1,1
2001,12,AMER,67,Cloud & IT Services,14.86,13.29,16.42,6,0,1,1
2001,12,AMER,68,Cloud & IT Services,14.79,13.16,16.42,1,0,1,1
2001,12,AMER,69,Network,14.79,13.16,16.42,1,0,1,1
2001,12,AMER,70,Network,14.79,13.16,16.42,1,0,1,1
2001,12,AMER,71,Network,14.79,13.16,16.42,1,0,1,1
2001,12,AMER,75,Network,14.71,12.99,16.42,0,3,1,1
2001,12,AMER,72,Enterprise,14.7,12.98,16.42,3,0,1,1
2001,12,AMER,73,Network,14.7,12.98,16.42,1,0,1,1
2001,12,AMER,74,Cloud & IT Services,14.7,12.98,16.42,1,0,1,1
2001,12,AMER,76,Financial Services,14.7,12.98,16.42,3,0,1,1
2001,12,AMER,78,Network,14.6,12.77,16.42,0,1,1,1
2001,12,AMER,77,Network,14.6,12.78,16.42,0,4,1,1
2001,12,APAC,0,Network,100,100,100,13,0,1,1
2001,12,APAC,2,Network,77.95,55.9,100,1,0,1,1
2001,12,APAC,4,Enterprise,70.29,40.58,100,0,1,1,1
2001,12,APAC,10,Cloud & IT Services,68.48,36.96,100,0,6,1,1
2001,12,APAC,20,Cloud & IT Services,67.97,35.93,100,0,4,1,1
2001,12,APAC,1,Network,67.7,35.41,100,0,3,1,1
2002,1,AMER,34,Network,100,100,100,151,142,7,6
2002,1,AMER,35,Network,72.87,63.63,82.11,112,12,5,5
2002,1,AMER,36,Network,69.5,40.47,98.54,35,12,6,6
2002,1,AMER,37,Network,62.64,26.74,98.54,0,29,6,6
2002,1,AMER,38,Network,54.23,41.3,67.15,13,26,5,4
2002,1,AMER,39,Network,52,21.9,82.11,4,3,5,5
2002,1,AMER,40,Cloud & IT Services,50.49,35.29,65.69,8,32,4,4
2002,1,AMER,41,Network,47.12,28.55,65.69,21,4,4,4
2002,1,AMER,42,Network,36.6,23.93,49.27,7,0,3,3
2002,1,AMER,43,Network,33.16,17.05,49.27,2,10,3,3
2002,1,AMER,1,Network,31.8,14.33,49.27,1,6,3,3
2002,1,AMER,45,Content & Digital Media,29.9,26.94,32.85,7,0,2,2
2002,1,AMER,46,Network,27.33,21.8,32.85,2,0,2,2
2002,1,AMER,47,Network,24.45,16.06,32.85,1,14,2,2
2002,1,AMER,48,Cloud & IT Services,23.04,13.22,32.85,2,0,2,2
2002,1,AMER,49,Cloud & IT Services,18.93,21.43,16.42,0,87,1,1
2002,1,AMER,50,Network,17,17.58,16.42,1,1,1,1
2002,1,AMER,51,Network,16.95,17.49,16.42,1,0,1,1
2002,1,AMER,52,Network,16.63,16.84,16.42,0,4,1,1
2002,1,AMER,54,Network,16.15,15.88,16.42,2,0,1,1
2002,1,AMER,53,Content & Digital Media,16.12,15.82,16.42,1,5,1,1
2002,1,AMER,55,Cloud & IT Services,16.02,15.61,16.42,4,3,1,1
2002,1,AMER,56,Network,15.79,15.16,16.42,1,5,1,1
2002,1,AMER,57,Network,15.64,14.86,16.42,0,6,1,1
2002,1,AMER,58,Content & Digital Media,15.63,14.84,16.42,1,0,1,1
2002,1,AMER,60,Financial Services,15.58,14.73,16.42,10,0,1,1
2002,1,AMER,61,Network,15.57,14.71,16.42,1,0,1,1
2002,1,AMER,59,Content & Digital Media,15.54,14.66,16.42,0,6,1,1
2002,1,AMER,63,Network,14.99,13.55,16.42,1,0,1,1
2002,1,AMER,64,Network,14.99,13.55,16.42,1,0,1,1
2002,1,AMER,62,Cloud & IT Services,14.97,13.52,16.42,10,0,1,1
2002,1,AMER,65,Content & Digital Media,14.93,13.43,16.42,0,1,1,1
2002,1,AMER,66,Network,14.77,13.12,16.42,0,1,1,1
2002,1,AMER,67,Cloud & IT Services,14.77,13.12,16.42,6,0,1,1
2002,1,AMER,68,Cloud & IT Services,14.71,13,16.42,1,0,1,1
2002,1,AMER,69,Network,14.71,13,16.42,1,0,1,1
2002,1,AMER,70,Network,14.71,13,16.42,1,0,1,1
2002,1,AMER,71,Network,14.71,13,16.42,1,0,1,1
2002,1,AMER,72,Enterprise,14.62,12.81,16.42,3,0,1,1
2002,1,AMER,73,Network,14.62,12.81,16.42,1,0,1,1
2002,1,AMER,74,Cloud & IT Services,14.62,12.81,16.42,1,0,1,1
2002,1,AMER,75,Network,14.62,12.83,16.42,0,3,1,1
2002,1,AMER,76,Financial Services,14.62,12.81,16.42,3,0,1,1
2002,1,AMER,78,Network,14.52,12.61,16.42,0,1,1,1
2002,1,AMER,77,Network,14.52,12.62,16.42,0,4,1,1
2002,1,AMER,181,Content & Digital Media,14.48,12.54,16.42,0,1,1,1
2002,1,APAC,0,Network,100,100,100,14,0,1,1
2002,1,APAC,2,Network,74.6,49.2,100,1,0,1,1
2002,1,APAC,54,Network,68.74,37.48,100,2,0,1,1
2002,1,APAC,1,Network,68.28,36.55,100,0,5,1,1
2002,1,APAC,4,Enterprise,67.66,35.33,100,0,1,1,1
2002,1,APAC,10,Cloud & IT Services,66.05,32.09,100,0,6,1,1
2002,1,APAC,20,Cloud & IT Services,65.64,31.28,100,0,4,1,1
2002,1,APAC,189,Cloud & IT Services,65.03,30.06,100,0,1,1,1
2002,2,AMER,34,Network,100,100,100,152,142,7,6
2002,2,AMER,35,Network,76.52,70.93,82.11,112,12,5,5
2002,2,AMER,36,Network,72.27,45.99,98.54,35,13,6,6
2002,2,AMER,37,Network,64.68,30.82,98.54,0,29,6,6
2002,2,AMER,38,Network,60.16,53.16,67.15,14,26,5,4
2002,2,AMER,39,Network,53.64,25.17,82.11,4,3,5,5
2002,2,AMER,40,Cloud & IT Services,53.25,40.82,65.69,8,32,4,4
2002,2,AMER,41,Network,49.41,33.12,65.69,21,4,4,4
2002,2,AMER,42,Network,38.12,26.97,49.27,7,0,3,3
2002,2,AMER,43,Network,34.33,19.38,49.27,2,10,3,3
2002,2,AMER,1,Network,32.91,16.56,49.27,1,6,3,3
2002,2,AMER,45,Content & Digital Media,32.41,31.98,32.85,7,0,2,2
2002,2,AMER,46,Network,29.05,25.25,32.85,2,0,2,2
2002,2,AMER,47,Network,25.63,18.41,32.85,1,14,2,2
2002,2,AMER,48,Cloud & IT Services,24.1,15.35,32.85,2,0,2,2
2002,2,AMER,49,Cloud & IT Services,20.66,24.9,16.42,0,87,1,1
2002,2,AMER,50,Network,18.38,20.33,16.42,1,1,1,1
2002,2,AMER,51,Network,18.37,20.32,16.42,1,0,1,1
2002,2,AMER,52,Network,17.97,19.52,16.42,0,4,1,1
2002,2,AMER,54,Network,17.39,18.35,16.42,2,0,1,1
2002,2,AMER,53,Content & Digital Media,17.35,18.28,16.42,1,5,1,1
2002,2,AMER,55,Cloud & IT Services,17.26,18.1,16.42,4,3,1,1
2002,2,AMER,56,Network,17,17.57,16.42,1,5,1,1
2002,2,AMER,57,Network,16.8,17.18,16.42,0,6,1,1
2002,2,AMER,60,Financial Services,16.77,17.11,16.42,10,0,1,1
2002,2,AMER,61,Network,16.76,17.09,16.42,1,0,1,1
2002,2,AMER,59,Content & Digital Media,16.71,17,16.42,0,6,1,1
2002,2,AMER,58,Content & Digital Media,16.7,16.97,16.42,1,0,1,1
2002,2,AMER,63,Network,16.17,15.92,16.42,1,0,1,1
2002,2,AMER,64,Network,16.17,15.92,16.42,1,0,1,1
2002,2,AMER,62,Cloud & IT Services,16.07,15.71,16.42,10,0,1,1
2002,2,AMER,65,Content & Digital Media,16.01,15.6,16.42,0,1,1,1
2002,2,AMER,181,Content & Digital Media,15.83,15.23,16.42,0,2,1,1
2002,2,AMER,67,Cloud & IT Services,15.83,15.24,16.42,6,0,1,1
2002,2,AMER,66,Network,15.81,15.2,16.42,0,1,1,1
2002,2,AMER,68,Cloud & IT Services,15.72,15.02,16.42,1,0,1,1
2002,2,AMER,69,Network,15.72,15.02,16.42,1,0,1,1
2002,2,AMER,70,Network,15.72,15.02,16.42,1,0,1,1
2002,2,AMER,71,Network,15.72,15.02,16.42,1,0,1,1
2002,2,AMER,72,Enterprise,15.66,14.89,16.42,3,0,1,1
2002,2,AMER,73,Network,15.66,14.89,16.42,1,0,1,1
2002,2,AMER,74,Cloud & IT Services,15.66,14.89,16.42,1,0,1,1
2002,2,AMER,76,Financial Services,15.66,14.89,16.42,3,0,1,1
2002,2,AMER,75,Network,15.65,14.88,16.42,0,3,1,1
2002,2,AMER,77,Network,15.54,14.66,16.42,0,4,1,1
2002,2,AMER,78,Network,15.53,14.64,16.42,0,1,1,1
2002,2,APAC,0,Network,100,100,100,14,0,1,1
2002,2,APAC,2,Network,74.6,49.2,100,1,0,1,1
2002,2,APAC,54,Network,68.74,37.48,100,2,0,1,1
2002,2,APAC,1,Network,68.28,36.55,100,0,5,1,1
2002,2,APAC,4,Enterprise,67.66,35.33,100,0,1,1,1
2002,2,APAC,10,Cloud & IT Services,66.05,32.09,100,0,6,1,1
2002,2,APAC,20,Cloud & IT Services,65.64,31.28,100,0,4,1,1
2002,2,APAC,189,Cloud & IT Services,65.03,30.06,100,0,1,1,1
2002,3,AMER,34,Network,100,100,100,152,142,7,6
2002,3,AMER,36,Network,76.95,55.37,98.54,36,13,6,6
2002,3,AMER,35,Network,75.56,69,82.11,115,12,5,5
2002,3,AMER,37,Network,63.84,29.15,98.54,0,29,6,6
2002,3,AMER,38,Network,57.39,47.62,67.15,14,26,5,4
2002,3,AMER,39,Network,56.02,29.93,82.11,5,3,5,5
2002,3,AMER,40,Cloud & IT Services,52.24,38.8,65.69,8,32,4,4
2002,3,AMER,41,Network,49.53,33.37,65.69,21,4,4,4
2002,3,AMER,42,Network,38.04,26.8,49.27,7,0,3,3
2002,3,AMER,43,Network,33.97,18.67,49.27,2,10,3,3
2002,3,AMER,1,Network,32.39,15.5,49.27,1,6,3,3
2002,3,AMER,45,Content & Digital Media,31.73,30.62,32.85,7,0,2,2
2002,3,AMER,46,Network,28.28,23.71,32.85,2,0,2,2
2002,3,AMER,58,Content & Digital Media,26.14,19.42,32.85,1,2,2,2
2002,3,AMER,47,Network,25.12,17.4,32.85,1,14,2,2
2002,3,AMER,48,Cloud & IT Services,23.63,14.41,32.85,2,0,2,2
2002,3,AMER,49,Cloud & IT Services,19.98,23.54,16.42,0,87,1,1
2002,3,AMER,50,Network,18.64,20.85,16.42,1,1,1,1
2002,3,AMER,262,Network,18.05,19.67,16.42,1,0,1,1
2002,3,AMER,51,Network,17.98,19.54,16.42,1,0,1,1
2002,3,AMER,52,Network,17.46,18.5,16.42,0,4,1,1
2002,3,AMER,54,Network,17.1,17.78,16.42,2,0,1,1
2002,3,AMER,53,Content & Digital Media,16.86,17.29,16.42,1,5,1,1
2002,3,AMER,55,Cloud & IT Services,16.77,17.11,16.42,4,3,1,1
2002,3,AMER,56,Network,16.48,16.55,16.42,1,5,1,1
2002,3,AMER,57,Network,16.37,16.31,16.42,0,6,1,1
2002,3,AMER,59,Content & Digital Media,16.25,16.08,16.42,0,6,1,1
2002,3,AMER,60,Financial Services,16.24,16.06,16.42,10,0,1,1
2002,3,AMER,61,Network,16.23,16.04,16.42,1,0,1,1
2002,3,AMER,63,Network,15.64,14.86,16.42,1,0,1,1
2002,3,AMER,64,Network,15.64,14.86,16.42,1,0,1,1
2002,3,AMER,62,Cloud & IT Services,15.59,14.75,16.42,10,0,1,1
2002,3,AMER,65,Content & Digital Media,15.54,14.66,16.42,0,1,1,1
2002,3,AMER,181,Content & Digital Media,15.41,14.4,16.42,0,5,1,1
2002,3,AMER,67,Cloud & IT Services,15.37,14.31,16.42,6,0,1,1
2002,3,AMER,66,Network,15.35,14.28,16.42,0,1,1,1
2002,3,AMER,68,Cloud & IT Services,15.28,14.14,16.42,1,0,1,1
2002,3,AMER,69,Network,15.28,14.14,16.42,1,0,1,1
2002,3,AMER,70,Network,15.28,14.14,16.42,1,0,1,1
2002,3,AMER,71,Network,15.28,14.14,16.42,1,0,1,1
2002,3,AMER,75,Network,15.23,14.03,16.42,0,3,1,1
2002,3,AMER,72,Enterprise,15.2,13.98,16.42,3,0,1,1
2002,3,AMER,73,Network,15.2,13.98,16.42,1,0,1,1
2002,3,AMER,74,Cloud & IT Services,15.2,13.98,16.42,1,0,1,1
2002,3,AMER,76,Financial Services,15.2,13.98,16.42,3,0,1,1
2002,3,AMER,289,Network,15.16,13.9,16.42,0,1,1,1
2002,3,AMER,78,Network,15.09,13.75,16.42,0,1,1,1
2002,3,AMER,77,Network,15.09,13.76,16.42,0,4,1,1
2002,3,APAC,0,Network,100,100,100,15,0,1,1
2002,3,APAC,2,Network,74.6,49.2,100,1,0,1,1
2002,3,APAC,54,Network,68.74,37.48,100,2,0,1,1
2002,3,APAC,1,Network,68.23,36.47,100,0,5,1,1
2002,3,APAC,4,Enterprise,67.66,35.33,100,0,1,1,1
2002,3,APAC,10,Cloud & IT Services,65.97,31.93,100,0,6,1,1
2002,3,APAC,20,Cloud & IT Services,65.78,31.55,100,0,5,1,1
2002,3,APAC,189,Cloud & IT Services,65.02,30.04,100,0,1,1,1
2002,4,AMER,34,Network,100,100,100,158,142,7,6
2002,4,AMER,35,Network,88.61,95.1,82.13,122,12,5,5
2002,4,AMER,36,Network,81.05,62.1,100,43,13,7,6
2002,4,AMER,37,Network,62.72,26.88,98.56,0,29,6,6
2002,4,AMER,38,Network,56.01,44.86,67.15,14,26,5,4
2002,4,AMER,39,Network,55.66,29.19,82.13,5,3,5,5
2002,4,AMER,40,Cloud & IT Services,54.55,43.39,65.71,10,32,4,4
2002,4,AMER,41,Network,51.61,37.52,65.71,23,4,4,4
2002,4,AMER,42,Network,47.44,29.17,65.71,7,9,4,4
2002,4,AMER,43,Network,34.09,17.47,50.72,2,19,4,3
2002,4,AMER,45,Content & Digital Media,31.77,30.69,32.85,7,0,2,2
2002,4,AMER,1,Network,31.67,14.06,49.28,1,6,3,3
2002,4,AMER,46,Network,27.07,21.29,32.85,2,0,2,2
2002,4,AMER,51,Network,25.99,19.13,32.85,1,1,2,2
2002,4,AMER,58,Content & Digital Media,25.66,18.47,32.85,1,2,2,2
2002,4,AMER,47,Network,24.38,15.9,32.85,1,14,2,2
2002,4,AMER,48,Cloud & IT Services,23.04,13.22,32.85,2,0,2,2
2002,4,AMER,49,Cloud & IT Services,19.95,23.46,16.43,0,87,1,1
2002,4,AMER,50,Network,17.88,19.34,16.43,1,1,1,1
2002,4,AMER,262,Network,17.2,17.98,16.43,1,0,1,1
2002,4,AMER,52,Network,16.7,16.98,16.43,0,4,1,1
2002,4,AMER,54,Network,16.62,16.81,16.43,2,0,1,1
2002,4,AMER,53,Content & Digital Media,15.99,15.55,16.43,1,5,1,1
2002,4,AMER,323,Network,15.79,15.14,16.43,1,0,1,1
2002,4,AMER,55,Cloud & IT Services,15.76,15.09,16.43,4,3,1,1
2002,4,AMER,60,Financial Services,15.67,14.91,16.43,10,0,1,1
2002,4,AMER,56,Network,15.66,14.88,16.43,1,5,1,1
2002,4,AMER,327,Network,15.57,14.72,16.43,0,3,1,1
2002,4,AMER,61,Network,15.43,14.43,16.43,1,0,1,1
2002,4,AMER,57,Network,15.41,14.38,16.43,0,6,1,1
2002,4,AMER,59,Content & Digital Media,15.3,14.18,16.43,0,6,1,1
2002,4,AMER,331,Financial Services,15.16,13.89,16.43,0,2,1,1
2002,4,AMER,63,Network,14.93,13.44,16.43,1,0,1,1
2002,4,AMER,64,Network,14.93,13.44,16.43,1,0,1,1
2002,4,AMER,65,Content & Digital Media,14.87,13.31,16.43,0,1,1,1
2002,4,AMER,62,Cloud & IT Services,14.86,13.29,16.43,10,0,1,1
2002,4,AMER,181,Content & Digital Media,14.75,13.06,16.43,0,5,1,1
2002,4,AMER,66,Network,14.69,12.95,16.43,0,1,1,1
2002,4,AMER,67,Cloud & IT Services,14.66,12.9,16.43,6,0,1,1
2002,4,AMER,68,Cloud & IT Services,14.62,12.81,16.43,1,0,1,1
2002,4,AMER,69,Network,14.62,12.81,16.43,1,0,1,1
2002,4,AMER,70,Network,14.62,12.81,16.43,1,0,1,1
2002,4,AMER,71,Network,14.62,12.81,16.43,1,0,1,1
2002,4,AMER,75,Network,14.54,12.65,16.43,0,3,1,1
2002,4,AMER,72,Enterprise,14.52,12.61,16.43,3,0,1,1
2002,4,AMER,73,Network,14.52,12.61,16.43,1,0,1,1
2002,4,AMER,74,Cloud & IT Services,14.52,12.61,16.43,1,0,1,1
2002,4,AMER,76,Financial Services,14.52,12.61,16.43,3,0,1,1
2002,4,AMER,289,Network,14.48,12.53,16.43,0,1,1,1
2002,4,AMER,77,Network,14.43,12.42,16.43,0,4,1,1
2002,4,AMER,78,Network,14.42,12.41,16.43,0,1,1,1
2002,4,AMER,351,Cloud & IT Services,14.38,12.34,16.43,0,1,1,1
2002,4,APAC,0,Network,100,100,100,28,0,1,1
2002,4,APAC,2,Network,74.6,49.2,100,1,0,1,1
2002,4,APAC,54,Network,68.74,37.48,100,2,0,1,1
2002,4,APAC,1,Network,67.97,35.94,100,0,5,1,1
2002,4,APAC,4,Enterprise,67.66,35.33,100,0,1,1,1
2002,4,APAC,20,Cloud & IT Services,66.66,33.31,100,0,18,1,1
2002,4,APAC,10,Cloud & IT Services,65.44,30.88,100,0,6,1,1
2002,4,APAC,189,Cloud & IT Services,64.93,29.86,100,0,1,1,1
2002,5,AMER,34,Network,100,100,100,163,142,8,6
2002,5,AMER,35,Network,88.57,94.74,82.4,123,13,6,5
2002,5,AMER,36,Network,80.3,62,98.6,44,13,7,6
2002,5,AMER,38,Network,62.9,43.4,82.4,15,26,6,5
2002,5,AMER,37,Network,61.22,25.23,97.21,0,29,6,6
2002,5,AMER,39,Network,54.8,28.59,81.01,5,3,5,5
2002,5,AMER,40,Cloud & IT Services,53.42,42.04,64.81,10,32,4,4
2002,5,AMER,41,Network,50.97,37.12,64.81,23,4,4,4
2002,5,AMER,42,Network,46.67,28.54,64.81,7,9,4,4
2002,5,AMER,43,Network,33.92,17.85,50,2,20,4,3
2002,5,AMER,45,Content & Digital Media,31.36,30.33,32.4,7,0,2,2
2002,5,AMER,1,Network,31.32,14.04,48.6,1,6,3,3
2002,5,AMER,46,Network,26.82,21.25,32.4,2,0,2,2
2002,5,AMER,51,Network,25.72,19.04,32.4,1,1,2,2
2002,5,AMER,58,Content & Digital Media,25.42,18.44,32.4,1,2,2,2
2002,5,AMER,57,Network,23.7,15,32.4,0,12,2,2
2002,5,AMER,47,Network,23.16,13.92,32.4,1,14,2,2
2002,5,AMER,48,Cloud & IT Services,22.78,13.16,32.4,2,0,2,2
2002,5,AMER,49,Cloud & IT Services,19.82,23.44,16.2,0,87,1,1
2002,5,AMER,50,Network,17.67,19.15,16.2,1,1,1,1
2002,5,AMER,262,Network,17.07,17.95,16.2,1,0,1,1
2002,5,AMER,52,Network,16.59,16.97,16.2,0,4,1,1
2002,5,AMER,54,Network,16.46,16.72,16.2,2,0,1,1
2002,5,AMER,53,Content & Digital Media,15.84,15.48,16.2,1,5,1,1
2002,5,AMER,323,Network,15.66,15.12,16.2,1,0,1,1
2002,5,AMER,55,Cloud & IT Services,15.64,15.09,16.2,4,3,1,1
2002,5,AMER,56,Network,15.53,14.86,16.2,1,5,1,1
2002,5,AMER,60,Financial Services,15.5,14.81,16.2,10,0,1,1
2002,5,AMER,327,Network,15.45,14.7,16.2,0,3,1,1
2002,5,AMER,61,Network,15.3,14.41,16.2,1,0,1,1
